"year","year_crop","product","subcommod","variety","items","province_code","area","attribute","values","unit","data_date"
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,เนื้อที่เพาะปลูก,68683.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,เนื้อที่เก็บเกี่ยว,66509.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,ผลผลิต,31938.0,ตัน,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,465.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,480.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,เนื้อที่เพาะปลูก,68756.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,เนื้อที่เก็บเกี่ยว,66558.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,ผลผลิต,31555.0,ตัน,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,459.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH20,ชลบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,474.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เพาะปลูก,38389.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เก็บเกี่ยว,38287.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิต,30522.0,ตัน,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เพาะปลูก,795.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,797.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เพาะปลูก,21490.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เก็บเกี่ยว,21269.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิต,15846.0,ตัน,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เพาะปลูก,737.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,745.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เพาะปลูก,18768.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เก็บเกี่ยว,18659.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิต,14288.0,ตัน,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เพาะปลูก,761.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,766.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เพาะปลูก,20323.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เก็บเกี่ยว,20259.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิต,15250.0,ตัน,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เพาะปลูก,750.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,753.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เพาะปลูก,18501.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เก็บเกี่ยว,18471.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิต,13248.0,ตัน,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เพาะปลูก,716.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,717.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เพาะปลูก,18312.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เก็บเกี่ยว,18266.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิต,13382.0,ตัน,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เพาะปลูก,731.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,733.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เพาะปลูก,18552.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เก็บเกี่ยว,18485.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิต,13775.0,ตัน,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เพาะปลูก,743.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,745.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เพาะปลูก,17876.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เก็บเกี่ยว,17807.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิต,13335.0,ตัน,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เพาะปลูก,746.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH70,ราชบุรี,ผลผลิต,159834.0,ตัน,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,749.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เพาะปลูก,16931.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,เนื้อที่เก็บเกี่ยว,16867.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิต,12667.0,ตัน,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เพาะปลูก,748.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH11,สมุทรปราการ,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,751.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เพาะปลูก,11543.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เก็บเกี่ยว,11456.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิต,8073.0,ตัน,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เพาะปลูก,699.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,705.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เพาะปลูก,7993.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เก็บเกี่ยว,7958.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิต,5610.0,ตัน,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เพาะปลูก,702.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,705.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เพาะปลูก,6048.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เก็บเกี่ยว,5978.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิต,4208.0,ตัน,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เพาะปลูก,696.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,704.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เพาะปลูก,5222.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เก็บเกี่ยว,5202.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิต,3677.0,ตัน,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เพาะปลูก,704.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,707.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เพาะปลูก,4641.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เก็บเกี่ยว,4629.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิต,3253.0,ตัน,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เพาะปลูก,701.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,703.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เพาะปลูก,5031.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เก็บเกี่ยว,5003.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิต,3470.0,ตัน,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เพาะปลูก,690.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,694.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เพาะปลูก,5110.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เก็บเกี่ยว,5069.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิต,3561.0,ตัน,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เพาะปลูก,697.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,703.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เพาะปลูก,4780.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เก็บเกี่ยว,4756.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิต,3357.0,ตัน,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เพาะปลูก,702.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,706.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เพาะปลูก,3857.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,เนื้อที่เก็บเกี่ยว,3837.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิต,2700.0,ตัน,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เพาะปลูก,700.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH74,สมุทรสาคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,704.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เพาะปลูก,359925.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เก็บเกี่ยว,359525.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิต,265957.0,ตัน,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เพาะปลูก,739.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,740.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เพาะปลูก,334211.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เก็บเกี่ยว,330732.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิต,242463.0,ตัน,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เพาะปลูก,725.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,733.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เพาะปลูก,321852.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เก็บเกี่ยว,320525.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิต,232976.0,ตัน,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เพาะปลูก,724.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,727.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เพาะปลูก,309593.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เก็บเกี่ยว,307415.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิต,227314.0,ตัน,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เพาะปลูก,734.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,739.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เพาะปลูก,277199.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เก็บเกี่ยว,275128.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิต,206155.0,ตัน,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เพาะปลูก,744.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,749.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เพาะปลูก,270197.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เก็บเกี่ยว,268718.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิต,201997.0,ตัน,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เพาะปลูก,748.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,752.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เพาะปลูก,271279.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เก็บเกี่ยว,270118.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิต,204836.0,ตัน,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เพาะปลูก,755.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,758.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เพาะปลูก,270094.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เก็บเกี่ยว,268680.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิต,203086.0,ตัน,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เพาะปลูก,752.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,756.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เพาะปลูก,257472.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,เนื้อที่เก็บเกี่ยว,256002.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิต,193389.0,ตัน,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เพาะปลูก,751.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH73,นครปฐม,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,755.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH71,กาญจนบุรี,เนื้อที่เพาะปลูก,413002.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH71,กาญจนบุรี,เนื้อที่เก็บเกี่ยว,391695.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH71,กาญจนบุรี,ผลผลิต,236485.0,ตัน,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH71,กาญจนบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,573.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH71,กาญจนบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,604.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH71,กาญจนบุรี,เนื้อที่เพาะปลูก,384438.0,ไร่,2024-05-30
